LineNum,Prices,Estimates,ClassicResidual,KalmanResidual,CorrectedKalmanResidual
181,85.5500000000,84.6797099571,0.8701353873,3684.1693486754,3630.0641857216,
182,86.6400000000,85.5397504965,1.1001008475,4738.8015522448,4729.8577597639,
183,86.8100000000,86.6298048430,0.1800547849,777.8408101367,687.7065373772,
184,88.6300000000,86.7998156585,1.8300455591,8138.7062186529,8223.8258986253,
185,86.9400000000,88.6199142621,-1.6800372953,-7271.8807966664,-7393.6379842053,
186,89.4100000000,86.9298198773,2.4800411257,11164.7436743902,11137.1362462608,
187,89.9500000000,89.3999545836,0.5499285581,2498.0246583650,2470.8383955069,
188,90.4800000000,89.9399898317,0.5398992114,2474.3211535089,2470.7831464768,
189,90.5400000000,90.4700255340,0.0698695878,320.5828726291,396.2200171491,
190,89.0500000000,90.5300314507,-1.4801354283,-6628.1312984638,-6661.6982662095,
191,89.7100000000,89.0399378863,0.6699411073,3032.6981730751,3036.7419633666,
192,89.6200000000,89.6999793619,-0.0800930797,-362.1032009998,-386.7529197670,
193,90.1000000000,89.6099758343,0.4899096445,2232.6050105350,2433.2314575000,
194,86.2100000000,90.0900074578,-3.8801163051,-16604.6139985923,-16631.3422712874,
195,86.7400000000,86.1997761746,0.5400708315,2330.6250180392,2273.2873207987,
196,87.8900000000,86.7298037493,1.1600482267,5097.2594253335,5060.4143168282,
